uid,class,observations,anomaly_max,p_reject_mean
428,good,3,1.5854325609110567,0.0029895522164535477
429,odd_colour,4,230.86563733290052,0.9550038003190423
431,good,3,2.11228236859186,0.0008889063650507598
432,odd_colour,4,188.42213538542586,0.978653488263763
433,good,3,2.665463740476448,0.08108601706359436
434,wrong_size,3,9.764139614798067,0.0017171645055984496
435,good,3,3.4409880635370667,0.00017137061459112586
436,good,3,1.6480364318551701,0.00024326586380897194
437,good,3,4.124734131367176,3.263218505448354e-05
438,good,3,3.01908708789355,0.004141183819566642
440,good,4,7.784694840274143,0.48878522073256975
441,good,4,2.229551099766988,0.0021592883435145854
442,good,3,4.03206435042317,0.0003933465520777767
445,odd_colour,3,182.37157800215002,0.9650785533907751
446,good,3,3.242405927504682,0.00030696951752021807
447,good,3,2.2851183471452523,0.00020088698342692448
448,odd_colour,3,176.05536890085762,0.8955933157393016
449,wrong_size,3,9.689330870523843,0.004746878951206079
450,good,4,2.352753465776719,0.0024779747868338086
451,good,4,3.3003019280259127,1.5226980592316405e-05
452,good,4,7.438669711632713,0.012348099420113216
453,good,3,3.6235880103223703,0.024421989480265208
454,good,4,2.5567647787899723,0.0007355798153289798
455,good,3,2.4630656545661482,0.00018095893259937107
456,good,3,5.191033890835844,0.005382646283567026
457,good,3,2.8001613327586954,0.0006364762480348293
458,good,3,4.738445151243379,5.489850149125322e-05
460,odd_colour,3,210.88515702320967,0.9691030916081846
461,odd_colour,3,133.69223783897456,0.9888979064392572
462,good,3,3.2194405594616797,8.321876557295059e-05
463,good,4,2.8591724914638874,0.026627339643508427
464,wrong_size,2,7.979995637080771,0.00046225168854859976
465,good,3,4.940527639001119,0.007857188349485985
466,wrong_size,3,11.029411406122222,0.00015333465748175364
467,good,4,3.763618857369515,0.007949231924488098
468,good,3,3.7625059475367584,0.05280104182295595
469,good,3,3.081969930522929,0.09313037331965053
470,good,3,2.9745521738710274,2.800380617340999e-05
471,good,3,4.620206216241177,0.0009597435650106845
472,wrong_size,3,9.849635203482533,0.002784420308093735
473,good,3,3.201291906583259,0.002147566583874666
474,plastic_chip,3,24.5357054047238,0.33240941372695715
475,good,3,2.122855802195439,7.972379561541579e-05
476,good,3,3.4847450095047425,0.0006349208222417163
